kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가
KPN011,221013005,0.00%,,,,4.5858,0.75,3.0146,0.78,-2.0687,0.81,2.8384,0.82,-0.5516,0.64,-0.356,-0.202,-0.708,1.6388,-0.4748,-3.39048791,0.82,-3.52417684,0.82,-2.9409,0.8,-0.7812,0.77,-0.3648,0.73,-0.1235,0.74,-1.1354,0.75,-0.5945,0.78,-0.5148,0.74,-1.0871,0.76,-2.0527,-2.0739,-1.694,-0.7326,-0.7301,-0.5893,-1.7656,-0.9196,-1.3699,-0.5103,0.3493,0.82,-0.425,0.8,1.7452,0.77,0.2087,0.69,0.2767,0.69,1.7431,0.85,-0.1608,0.73,-0.0919,0.73,-0.7965,0.71,2.1474,0.75,0.147,-0.2509,0.7768,0.5062,0.5239,1.0887,-0.0876,-0.1247,-0.9841,0.9472,0.2021,0.7,1.3826,0.78,0.3057,0.76,-0.1624,0.61,1.0118,0.74,0.1232,0.73,1.052,0.75,0.6034,0.72,0.0425,0.67,3.6018,0.74,-0.3477,-0.6134,-0.542,-1.0279,-0.4352,-0.7627,-0.51,-0.2886,-0.9197,-0.0313,-0.0197,0.6,-0.0924,0.68,-0.0292,0.64,-0.2313,0.46,-0.045,0.58,-0.2423,0.63,-0.1493,0.6,-0.0453,0.54,-0.3901,0.46,0.2066,0.49,-0.1726,-0.9267,-0.7917,-1.4246,-0.5306,-0.9718,-0.6618,-0.3131,-1.5167,0.4152
KPN012,711006298,0.00%,,,,5.9689,0.4,1.1547,0.44,-2.7521,0.47,0.4071,0.47,-0.5947,0.38,-0.2744,-0.2877,-0.8478,0.2247,-0.5197,-0.10252479,0.48,-0.03611985,0.49,0.0126,0.47,-0.1135,0.43,-0.2965,0.42,-0.0181,0.42,-0.0251,0.43,-0.3795,0.45,-0.1253,0.42,-0.5069,0.42,-0.093,-0.1039,-0.299,0.112,-0.6395,-0.4371,-0.172,-0.6774,-0.5393,-0.2254,-0.3109,0.45,0.1145,0.43,-0.6656,0.41,0.1639,0.34,0.3551,0.35,0.1323,0.5,-0.4025,0.37,-0.3342,0.38,-0.2355,0.36,1.1086,0.39,-0.1675,0.0201,-0.3088,0.4372,0.6206,0.0145,-0.359,-0.6175,-0.2294,0.5444,0.0525,0.38,-0.0086,0.43,-0.0311,0.42,0.3731,0.32,0.4962,0.41,0.0487,0.4,0.5426,0.41,0.1042,0.39,0.1181,0.36,1.3558,0.4,-0.7687,-1.1938,-1.1853,-0.5498,-0.7288,-0.8147,-0.7292,-0.8336,-0.8762,-0.7704,-0.0256,0.31,-0.2384,0.37,-0.0632,0.24,0.025,0.22,-0.0327,0.28,-0.1373,0.32,-0.0977,0.31,-0.0693,0.23,-0.1805,0.23,0.0357,0.24,-0.2664,-1.3959,-1.2046,-0.0658,-0.4813,-0.5453,-0.5016,-0.5003,-0.6448,-0.1422
KPN013,711006560,0.00%,,,,-9.951,0.62,-11.7465,0.68,-0.5556,0.73,1.7204,0.74,-0.362,0.56,-1.214,-0.8815,-0.3987,0.9886,-0.2769,-1.00040305,0.69,-1.20677543,0.7,-2.1262,0.67,-0.6404,0.63,-0.5843,0.6,-0.5076,0.6,-0.6701,0.61,-0.7125,0.64,-0.5523,0.6,-1.7546,0.61,-0.6282,-0.7651,-1.3092,-0.5546,-1.0217,-1.1439,-1.0977,-1.0527,-1.4499,-0.838,-0.5808,0.76,-1.0762,0.74,-3.1232,0.71,-0.4499,0.63,-0.4071,0.64,-0.7547,0.81,-0.7441,0.67,-0.3228,0.67,-0.4848,0.65,-1.4181,0.69,-0.2961,-0.5781,-1.4156,-0.5093,-0.319,-0.5771,-0.7426,-0.5943,-0.5648,-0.4353,-0.0383,0.62,0.3569,0.7,0.121,0.68,0.3543,0.53,0.4743,0.66,0.4033,0.65,0.3244,0.67,0.0506,0.64,-0.0086,0.59,0.5632,0.66,-1.0243,-1.0413,-0.8949,-0.5666,-0.7412,-0.5669,-0.8232,-0.8921,-0.9492,-1.0311,-0.0299,0.51,-0.0101,0.6,0.0085,0.54,0.0187,0.37,0.0606,0.48,0.052,0.53,-0.0059,0.51,-0.0352,0.43,-0.082,0.37,-0.0238,0.39,-0.3361,-0.6621,-0.335,-0.0993,-0.107,0.2236,-0.2168,-0.2336,-0.2349,-0.3364
KPN014,711006776,0.00%,,,,0.2684,0.65,-13.1738,0.67,-0.3928,0.7,-0.0921,0.71,-0.6413,0.6,-0.6109,-0.9472,-0.3655,-0.0657,-0.5684,-0.16364621,0.72,0.13243073,0.72,-0.4287,0.7,-1.0831,0.66,-0.5478,0.63,-0.1563,0.64,-0.362,0.65,-0.4553,0.68,-0.4281,0.64,-1.8236,0.65,-0.1294,-0.0087,-0.5075,-1.1145,-0.9733,-0.6366,-0.6556,-0.7628,-1.1851,-0.8718,-0.314,0.73,0.2945,0.71,-1.1923,0.69,-0.8191,0.63,-1.0692,0.63,-0.3768,0.77,-0.3896,0.66,-0.3337,0.66,-0.3399,0.64,-4.8302,0.68,-0.169,0.1105,-0.5461,-1.0785,-1.1352,-0.3251,-0.3445,-0.6164,-0.3699,-1.7582,0.0514,0.63,1.3612,0.7,0.3345,0.68,0.7811,0.56,0.2304,0.67,0.5571,0.66,0.8402,0.67,0.193,0.65,0.4924,0.6,0.2183,0.66,-0.7718,-0.6223,-0.487,-0.1855,-0.8801,-0.4594,-0.6012,-0.7367,-0.6604,-1.1446,-0.0086,0.55,0.2595,0.62,0.0706,0.56,0.1307,0.44,-0.0232,0.54,0.092,0.58,0.1216,0.56,0.0001,0.5,0.0428,0.44,-0.0914,0.48,0.0055,0.2042,0.4182,0.4949,-0.4435,0.3861,0.179,0.0421,0.2843,-0.5571
KPN015,711006631,0.00%,,,,-0.4183,0.66,-9.5224,0.65,-5.8779,0.66,0.9748,0.65,-0.6676,0.6,-0.6514,-0.7792,-1.4867,0.5549,-0.5958,0.09026754,0.73,0.13686049,0.73,0.2017,0.72,-0.8124,0.68,-0.1596,0.66,-0.012,0.66,-0.1998,0.67,-0.1149,0.69,-0.2061,0.66,-1.3633,0.67,0.0219,-0.0062,-0.2097,-0.7721,-0.4575,-0.4283,-0.4227,-0.3793,-0.7116,-0.6459,-0.523,0.7,0.1241,0.69,1.4108,0.67,0.1177,0.62,0.4578,0.63,-0.1746,0.73,-0.3901,0.64,-0.039,0.65,0.1222,0.63,-0.8855,0.66,-0.2685,0.0249,0.6262,0.3659,0.7471,-0.1902,-0.3451,-0.0172,0.2516,-0.2287,-0.1468,0.59,-0.9678,0.64,-0.2139,0.63,-0.1738,0.52,-0.4255,0.62,-0.701,0.61,-1.1113,0.63,-0.2092,0.61,-0.3392,0.56,-1.207,0.62,-1.3296,-1.594,-1.5344,-1.0382,-1.2536,-1.3388,-1.441,-1.1758,-1.1398,-1.6137,-0.0099,0.52,-0.0871,0.58,-0.0176,0.51,0.0205,0.41,-0.0388,0.51,-0.1129,0.55,-0.1609,0.53,0.0148,0.47,0.0233,0.41,-0.0537,0.46,-0.015,-0.9095,-0.6518,-0.0898,-0.5057,-0.4462,-0.6978,0.1573,0.2031,-0.4338
KPN016,221013003,0.00%,,,K082,10.2747,0.54,6.5049,0.59,3.3186,0.63,-0.2544,0.64,-0.6625,0.52,-0.0203,-0.0414,0.3933,-0.16,-0.5905,-0.27724552,0.63,-0.0298239,0.64,1.1576,0.62,-0.4725,0.58,0.7729,0.57,0.4754,0.57,0.3688,0.58,0.5554,0.6,0.1872,0.57,0.421,0.57,-0.1972,-0.1003,0.2418,-0.3422,0.7814,0.2754,0.3934,0.376,0.1273,0.2301,-0.2687,0.63,-0.1423,0.61,0.1075,0.59,0.01,0.53,0.8416,0.53,1.1158,0.68,-0.274,0.55,-0.0989,0.56,0.1158,0.54,-0.7316,0.57,-0.1474,-0.1089,0.0393,0.1999,1.2204,0.6703,-0.2147,-0.139,0.243,-0.1691,0.1932,0.56,2.0499,0.61,0.4142,0.59,0.6001,0.5,0.7216,0.58,0.543,0.58,1.3029,0.59,0.3516,0.57,1.2174,0.53,2.3361,0.57,-0.3726,-0.335,-0.3349,-0.3472,-0.6004,-0.4693,-0.4021,-0.5635,-0.2424,-0.4478,-0.011,0.49,0.1912,0.55,0.0318,0.48,0.0108,0.41,-0.0486,0.48,-0.0687,0.51,0.0059,0.5,-0.0634,0.44,0.0056,0.41,0.0183,0.43,-0.0323,-0.0152,-0.0522,-0.141,-0.5452,-0.2667,-0.1801,-0.4542,0.1294,-0.199
KPN017,221013002,0.00%,,,K031,-2.6254,0.18,-4.1249,0.15,-0.6227,0.13,0.502,0.12,-0.2139,0.1,-0.7817,-0.5307,-0.4124,0.2799,-0.1223,-0.56631017,0.23,-0.59718966,0.23,-0.9037,0.22,-0.0201,0.19,-0.1417,0.18,-0.0016,0.18,-0.2189,0.19,-0.22,0.2,-0.058,0.18,-0.1721,0.18,-0.3694,-0.4208,-0.7318,0.2302,-0.4337,-0.4133,-0.4502,-0.4977,-0.3957,-0.0611,0.171,0.14,0.2575,0.13,-0.1776,0.12,0.0074,0.1,-0.1339,0.1,0.0421,0.15,-0.0232,0.11,0.0896,0.11,-0.0558,0.11,-0.1915,0.12,0.062,0.0919,-0.0891,0.1959,0.0178,-0.0457,0.0669,0.2443,0.0122,0.0403,-0.0626,0.12,-0.2158,0.15,-0.0188,0.14,0.0522,0.12,0.0846,0.15,-0.0562,0.14,-0.2368,0.15,-0.0931,0.15,-0.3417,0.14,-0.3193,0.15,-1.0928,-1.2803,-1.1618,-0.8363,-0.9631,-0.8881,-1.0647,-1.0491,-1.1412,-1.3216,-0.0106,0.08,-0.0332,0.1,-0.0004,0.27,0.0278,0.05,0.0504,0.05,0.0085,0.07,-0.0345,0.08,-0.0162,0.13,-0.06,0.06,-0.0358,0.06,-0.0257,-0.7365,-0.4425,-0.0509,-0.1481,0.047,-0.3054,-0.085,-0.1433,-0.3755
KPN018,221013007,0.00%,,,K044,4.2537,0.39,4.3004,0.44,1.2624,0.49,0.6746,0.5,-0.2616,0.31,-0.3756,-0.1429,-0.0271,0.3803,-0.1721,0.39772651,0.49,0.53479022,0.49,0.5688,0.47,-0.5928,0.42,-0.1178,0.4,-0.1123,0.4,0.0713,0.42,0.0954,0.44,-0.1334,0.41,-1.1469,0.41,0.2051,0.2185,-0.0363,-0.4943,-0.402,-0.5731,-0.0336,-0.1423,-0.5565,-0.5397,1.6167,0.5,1.3527,0.47,0.6068,0.44,-0.0433,0.35,0.9544,0.35,0.6867,0.56,0.6616,0.39,0.0871,0.39,-0.085,0.37,0.4927,0.41,0.7508,0.6421,0.2642,0.1177,1.3594,0.3841,0.8359,0.2392,-0.0271,0.3056,0.122,0.42,1.3558,0.48,0.2749,0.47,0.5214,0.36,0.7205,0.44,0.7022,0.43,1.1668,0.45,0.3707,0.43,1.1018,0.4,1.959,0.44,-0.5732,-0.6246,-0.6008,-0.4175,-0.6011,-0.358,-0.4606,-0.5427,-0.309,-0.5719,-0.0199,0.32,0.0537,0.4,0.0066,0.28,0.0076,0.23,-0.0116,0.29,0.0113,0.33,0.0199,0.32,-0.0295,0.23,0.0528,0.23,0.0241,0.21,-0.1747,-0.4572,-0.3581,-0.1578,-0.3969,0.0584,-0.1365,-0.1893,0.3259,-0.1802
KPN020,221013000,0.00%,,,K037,2.7844,0.2,5.3705,0.17,0.6526,0.16,-0.2627,0.15,0.0723,0.16,-0.4624,-0.0936,-0.1517,-0.1649,0.1763,0.01098448,0.24,0.11425344,0.25,0.21,0.23,-0.1209,0.2,-0.0075,0.19,0.0159,0.19,0.0315,0.2,0.0548,0.21,0.0255,0.2,-0.0182,0.2,-0.0254,-0.019,-0.2058,0.1026,-0.2554,-0.388,-0.0908,-0.1881,-0.2176,0.0145,0.0686,0.16,-0.1543,0.15,0.3604,0.14,0.0688,0.11,-0.0523,0.11,0.1022,0.19,0.0668,0.12,-0.0296,0.12,0.0063,0.11,0.3587,0.13,0.0133,-0.115,0.1532,0.2906,0.1184,-0.0056,0.1679,0.002,0.0957,0.2537,0.0914,0.14,0.9886,0.18,0.2078,0.16,0.372,0.13,0.5625,0.17,0.4357,0.16,0.7638,0.17,0.2967,0.16,0.6508,0.15,1.0457,0.17,-0.6591,-0.7778,-0.729,-0.5508,-0.691,-0.5443,-0.634,-0.6235,-0.569,-0.8724,-0.0066,0.09,0.0753,0.13,0.016,0.26,0.0233,0.06,0.0198,0.01,0.0093,0.1,0.0298,0.1,0.0043,0.12,0.0232,0.07,-0.0119,0.08,0.0376,-0.3877,-0.2433,-0.0746,-0.2709,0.0503,-0.106,0.0746,0.2027,-0.2976
KPN021,711006884,0.00%,,,,1.0248,0.34,1.6115,0.38,-0.5195,0.41,2.6299,0.42,-0.6735,0.27,-0.5662,-0.2666,-0.3914,1.5176,-0.6019,0.89636135,0.4,1.16810119,0.41,1.3113,0.39,-0.8934,0.34,0.3229,0.34,-0.0542,0.33,0.394,0.35,0.5186,0.36,0.1414,0.34,-1.4874,0.34,0.5023,0.5762,0.3144,-0.8746,0.1836,-0.4892,0.4295,0.3345,0.0296,-0.7068,0.6628,0.42,0.0117,0.39,0.5045,0.37,0.2024,0.29,-0.0123,0.29,0.2031,0.47,0.1883,0.32,0.0718,0.33,0.0283,0.31,-2.0485,0.35,0.2964,-0.0316,0.2181,0.4966,0.1677,0.0617,0.3044,0.2081,0.1253,-0.6797,-0.0998,0.35,-0.7816,0.4,-0.0533,0.39,0.0719,0.31,-0.1365,0.38,-0.134,0.37,-0.1966,0.38,0.0162,0.37,-0.3471,0.34,-0.1425,0.37,-1.1975,-1.5164,-1.2277,-0.8188,-1.089,-0.9424,-1.0473,-0.9297,-1.1444,-1.2634,-0.0333,0.28,-0.242,0.33,-0.0314,0.18,-0.0086,0.2,-0.0601,0.25,-0.0527,0.29,-0.0866,0.28,-0.0207,0.19,-0.1207,0.2,-0.1216,0.19,-0.3908,-1.4073,-0.8182,-0.2437,-0.5913,-0.2018,-0.4671,-0.1204,-0.3959,-0.6555
KPN022,711006959,0.00%,,,,3.1119,0.35,-6.9126,0.45,-1.848,0.5,-1.0951,0.52,-0.6844,0.28,-0.443,-0.659,-0.6629,-0.649,-0.6134,-0.86242992,0.24,-0.8445608,0.24,-0.597,0.23,-0.0141,0.2,0.0537,0.2,0.0579,0.2,-0.1445,0.21,-0.1166,0.21,-0.0217,0.2,0.332,0.2,-0.5459,-0.5605,-0.5869,0.2377,-0.1741,-0.3273,-0.3434,-0.3811,-0.3182,0.1864,-0.7819,0.5,-0.6447,0.47,1.3893,0.44,0.3798,0.34,0.435,0.34,0.917,0.56,-0.0533,0.38,-0.5006,0.39,0.1292,0.36,-0.4659,0.41,-0.3919,-0.3613,0.6166,0.7701,0.7191,0.5378,0.0331,-0.9557,0.261,-0.0661,0.1264,0.38,-0.088,0.45,-0.0145,0.43,0.1375,0.31,0.2287,0.41,0.3016,0.4,0.4003,0.42,0.1756,0.39,0.4651,0.35,-0.8568,0.4,-0.5607,-1.227,-1.1536,-0.7602,-0.8811,-0.638,-0.7905,-0.7558,-0.6761,-1.4984,0.0437,0.29,0.0453,0.38,0.0189,0.25,0.0712,0.18,0.0964,0.25,0.119,0.3,0.165,0.28,0.0738,0.17,0.1568,0.18,-0.1183,0.14,0.8458,-0.4842,-0.2083,0.1795,0.0363,0.4957,0.3137,0.6184,0.7585,-0.6448
KPN023,711006847,0.00%,,,,0.4967,0.05,1.1921,0.07,0.5222,0.09,0.0734,0.09,0.0364,0.02,-0.5974,-0.2859,-0.1784,0.0306,0.139,-0.00565506,0,-0.00565678,0,-0.005,0,-0.0021,0,-0.0002,0,-0.0013,0,-0.0018,0,-0.0014,0,-0.0007,0,-0.004,0,-0.0353,-0.0867,-0.3073,0.253,-0.2457,-0.4129,-0.1386,-0.2514,-0.2735,0.0215,0.3477,0.08,0.4126,0.08,0.0781,0.07,-0.0158,0.05,0.0599,0.05,0.0538,0.1,-0.0631,0.06,0.1158,0.06,0.1112,0.05,0.5773,0.06,0.1462,0.1698,0.0261,0.1601,0.2567,-0.0379,0.0221,0.2975,0.2368,0.3384,0.0134,0.03,0.1897,0.08,0.0487,0.05,0.0685,0.05,0.0927,0.07,0.0762,0.07,0.1283,0.07,0.0525,0.07,0.0812,0.06,0.208,0.06,-0.8788,-1.1111,-1.0328,-0.8218,-0.9585,-0.7955,-0.9075,-0.8901,-0.8974,-1.148,-0.0025,0.03,0.0121,0.05,0.0044,0.29,0.0021,0.04,-0.0008,0.09,-0.0015,0.04,-0.0013,0.01,-0.0016,0.15,-0.0059,0.03,-0.0002,0.04,0.1048,-0.5908,-0.384,-0.1872,-0.3536,0.0065,-0.2025,0.0289,0.0818,-0.2596
KPN024,711007032,0.00%,,,,0.573,0.06,0.5084,0.05,0.2133,0.04,-0.1034,0.04,0.0042,0.01,-0.5929,-0.3174,-0.2416,-0.0722,0.1053,0.11695876,0.08,0.11550939,0.08,0.0728,0.07,0.087,0.06,-0.0227,0.06,0.0113,0.06,0.0394,0.07,0.0051,0.07,0.0138,0.06,0.1341,0.06,0.0378,-0.0183,-0.2706,0.3657,-0.2756,-0.3947,-0.0795,-0.244,-0.2426,0.0893,0.1308,0.04,0.0723,0.04,-0.1354,0.04,-0.0101,0.03,0.0181,0.03,0.0813,0.05,0.0284,0.03,0.0097,0.03,-0.048,0.03,0.0184,0.03,0.0429,-0.0011,-0.0701,0.1688,0.2052,-0.0195,0.1248,0.0818,0.0227,0.1217,0.0129,0.04,0.0768,0.05,0.0178,0.02,0.0318,0.04,0.0477,0.05,0.0466,0.05,0.0672,0.05,0.026,0.05,0.047,0.05,0.0214,0.05,-0.8802,-1.1582,-1.092,-0.8545,-0.9841,-0.8162,-0.9338,-0.919,-0.9172,-1.2094,0.0022,0.05,0.0143,0.03,0.0039,0.29,0.006,0.05,0.0081,0.1,0.0087,0.06,0.0118,0.04,0.0041,0.16,0.0073,0.04,-0.0049,0.05,0.179,-0.5837,-0.3903,-0.1663,-0.3179,0.0476,-0.1618,0.0734,0.1364,-0.2748
KPN025,221016504,0.00%,,,,6.9697,0.3,8.6459,0.29,1.4579,0.29,0.0795,0.28,-0.087,0.26,-0.2153,0.0572,0.0129,0.0342,0.0101,-0.33887464,0.36,-0.32959008,0.36,-0.2453,0.35,-0.1308,0.31,0.1883,0.31,0.1741,0.31,-0.0666,0.32,-0.0191,0.33,-0.0731,0.31,0.1839,0.31,-0.2339,-0.2696,-0.4208,0.0902,0.0047,-0.1597,-0.2316,-0.2713,-0.4278,0.1137,0.1558,0.28,0.3638,0.27,0.6785,0.26,0.4092,0.22,0.3989,0.22,1.0136,0.3,0.1987,0.24,-0.2023,0.24,0.3225,0.23,0.7763,0.25,0.0548,0.1453,0.2964,0.8154,0.6746,0.6022,0.3161,-0.3492,0.521,0.4156,0.1624,0.25,1.3961,0.28,0.3301,0.27,0.6746,0.23,1.0328,0.27,0.7184,0.27,1.1643,0.27,0.5512,0.27,0.9942,0.25,1.6376,0.27,-0.4594,-0.6078,-0.4954,-0.2806,-0.4232,-0.3467,-0.4617,-0.3456,-0.3711,-0.6776,-0.0072,0.23,0.0777,0.25,0.0253,0.15,0.0738,0.19,0.0785,0.21,0.0193,0.24,0.0302,0.23,0.019,0.16,0.0197,0.19,-0.0227,0.21,0.0294,-0.38,-0.1313,0.193,-0.0356,0.0909,-0.1045,0.1895,0.1882,-0.3329
KPN026,711007157,0.00%,,,,-0.8076,0.43,-5.5958,0.49,-4.7075,0.55,-0.3308,0.56,-0.8002,0.34,-0.6744,-0.5984,-1.2475,-0.2045,-0.7342,0.56026876,0.48,0.62007493,0.49,0.3038,0.46,-0.4366,0.41,-0.1615,0.4,-0.0827,0.4,-0.0872,0.41,0.0358,0.43,-0.1857,0.4,-0.6965,0.4,0.302,0.2667,-0.1615,-0.2967,-0.46,-0.5303,-0.2611,-0.2095,-0.6681,-0.3185,3.1091,0.54,2.7872,0.52,0.7312,0.48,-0.1043,0.37,0.6078,0.38,1.5464,0.61,0.7087,0.42,-0.3946,0.43,0.2197,0.4,1.4203,0.45,1.4618,1.3627,0.3202,0.0236,0.9321,0.9575,0.8887,-0.7402,0.3827,0.6653,0.1506,0.45,-0.5558,0.52,-0.1178,0.5,-0.1468,0.38,0.3574,0.48,0.3735,0.47,0.6925,0.49,0.2789,0.46,0.3012,0.43,-1.3289,0.47,-0.4925,-1.4221,-1.351,-1.0141,-0.8078,-0.5878,-0.6647,-0.6429,-0.7706,-1.6538,0.0567,0.35,-0.0839,0.43,-0.0137,0.33,0.0012,0.24,0.1473,0.32,0.1438,0.36,0.2585,0.34,0.1119,0.26,0.1331,0.24,-0.1969,0.23,1.0557,-0.8992,-0.6043,-0.1919,0.2404,0.5966,0.6039,0.9166,0.6598,-0.9011
KPN027,221016505,0.00%,,,K011,5.547,0.44,3.6248,0.43,2.6636,0.44,-1.1264,0.43,-0.3007,0.4,-0.2993,-0.174,0.2594,-0.6673,-0.2129,-0.96886051,0.52,-0.9240455,0.53,-0.8361,0.5,-0.6546,0.45,-0.1516,0.44,-0.6089,0.44,-0.5459,0.45,-0.4924,0.48,-0.2595,0.44,-1.4504,0.45,-0.6094,-0.6054,-0.6999,-0.5725,-0.4468,-1.29,-0.9195,-0.8046,-0.8255,-0.6886,0.202,0.46,0.6961,0.44,-0.2066,0.41,0.0058,0.33,0.2562,0.34,0.4901,0.51,-0.0398,0.37,-0.4056,0.37,0.1855,0.35,0.6943,0.39,0.0768,0.3123,-0.1022,0.1935,0.4987,0.2531,0.0482,-0.7627,0.3367,0.3838,0.2756,0.4,1.2847,0.45,0.342,0.43,0.6236,0.35,1.2382,0.43,1.2142,0.42,1.6703,0.43,0.7133,0.42,1.5075,0.38,0.9614,0.42,-0.1409,-0.6542,-0.4727,-0.3262,-0.3063,-0.0001,-0.2439,-0.1686,-0.0752,-0.9001,0.036,0.33,0.1103,0.38,0.0523,0.25,0.079,0.25,0.1747,0.32,0.1953,0.35,0.2264,0.34,0.0906,0.28,0.2281,0.26,-0.1141,0.29,0.7221,-0.2752,0.1969,0.2207,0.3506,0.8058,0.5043,0.75,1.0552,-0.631
KPN028,221016507,0.00%,,,K092,-2.12,0.44,-16.6596,0.51,-6.4699,0.56,1.2456,0.57,-1.0539,0.41,-0.7518,-1.1077,-1.6078,0.7124,-0.999,0.17201515,0.46,0.61128372,0.46,-0.0268,0.44,-0.5749,0.39,0.0884,0.38,0.29,0.38,0.0744,0.39,0.3078,0.41,-0.0433,0.38,-0.0577,0.38,0.0706,0.2617,-0.3176,-0.4716,-0.1281,0.0077,-0.0292,0.097,-0.3644,-0.0049,-0.409,0.54,0.3909,0.51,-0.1324,0.48,-0.2071,0.38,-0.3167,0.39,1.2264,0.6,-0.3599,0.43,0.029,0.43,-0.5673,0.41,-3.2806,0.46,-0.2142,0.1589,-0.0687,-0.1348,-0.2076,0.7441,-0.3112,0.1211,-0.6758,-1.1574,-0.1718,0.46,-1.92,0.53,-0.3439,0.51,-0.6009,0.38,-0.6559,0.49,-0.5954,0.48,-0.9174,0.49,-0.2863,0.47,-0.7064,0.43,-1.2541,0.48,-1.4002,-1.9913,-1.7827,-1.4195,-1.3848,-1.265,-1.3575,-1.26,-1.3515,-1.6292,-0.012,0.35,-0.3169,0.44,-0.0516,0.34,-0.0867,0.24,-0.0461,0.32,-0.0417,0.37,-0.0535,0.35,0.0051,0.27,-0.0319,0.24,-0.0374,0.24,-0.0493,-1.6479,-1.0637,-0.6581,-0.5351,-0.1568,-0.3645,0.0809,-0.0265,-0.3809
KPN029,221016510,0.00%,,,K042,-0.2286,0.32,2.1987,0.3,0.4251,0.3,-0.3664,0.29,0.5407,0.27,-0.6402,-0.2396,-0.1982,-0.2252,0.6652,0.11125104,0.38,0.10753864,0.38,-0.4633,0.37,-0.2456,0.33,-0.4497,0.33,-0.4059,0.33,-0.1339,0.34,-0.5889,0.35,-0.3059,0.33,-1.118,0.33,0.0344,-0.0228,-0.5238,-0.0551,-0.8429,-0.997,-0.3282,-0.9134,-0.9245,-0.5254,1.3973,0.29,1.0016,0.28,0.4924,0.27,0.2788,0.24,-0.2643,0.24,0.067,0.31,-0.1996,0.25,-0.0946,0.26,0.1957,0.25,1.0017,0.26,0.6463,0.4657,0.2126,0.6144,-0.143,-0.0291,-0.1312,-0.1303,0.3505,0.503,0.0232,0.26,0.3437,0.29,0.0788,0.28,-0.1935,0.24,0.3888,0.28,-0.0275,0.27,-0.1817,0.28,-0.019,0.27,-0.1583,0.26,0.6132,0.28,-0.8512,-1.0468,-0.9754,-1.0557,-0.7899,-0.868,-1.041,-0.9682,-1.0355,-1.0147,0.0036,0.23,0.0904,0.25,0.0296,0.14,-0.0548,0.18,0.1083,0.21,-0.0055,0.23,-0.0551,0.23,-0.0123,0.16,-0.0122,0.19,0.1616,0.21,0.2024,-0.3393,-0.0782,-0.4886,0.0843,-0.0098,-0.3693,-0.0546,0.0555,0.2684
