kpn,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
KPN1313,0,N,0.1697,0.1272,1.2279,5.8304,0.9145,미판매,0,N,34.079,39.9035,0.9068,0.889,0.6869,1.0553,후보,0,228203410,002100326745,1.7285,0.3875,0.3045,0.8023,0,KPN1313,20150905,0,0,미참여,2.008,0,1.8799,0,1.7588,HA5702,0.8185,0.5642,0,0,223521675,001223521675,001223362556,223362556,KPN802,,
KPN1314,0,Y,0.9066,1.6798,3.1918,20.2238,2.7421,판매,0,Y,76.7421,50.1532,3.8492,2.9733,0.3024,2.9628,보증,0,228093006,002100775145,2.3334,0.1638,1.3077,1.5876,0,KPN1314,20150919,0,0,참여,1.5926,0,2.3986,0,7.3555,HA5701,3.0681,0.9328,0,0,225966545,001225966545,001226116737,226116737,KPN1062,,
KPN1315,0,Y,0.809,1.8406,1.9356,7.5123,0.5921,판매,0,Y,49.4514,43.7538,1.2506,2.8299,1.3121,0.7189,보증,0,228061058,002311732188,1.9557,0.7511,0.5004,2.0156,0,KPN1315,20150920,0,0,참여,2.9414,0,1.6264,0,6.7419,HA5701,2.8073,0.4949,0,0,226100280,001226100280,001226849100,226849100,KPN1081,,
KPN1316,0,N,-0.3572,-0.5708,0.8629,6.3544,1.0833,미판매,0,N,26.1492,22.4279,1.0139,-0.6367,1.2223,1.2315,후보,0,228095682,002102448220,0.697,0.6989,0.2521,-1.1245,0,KPN1316,20150922,0,0,미참여,-1.5233,0,0.4278,0,-1.3515,HA5702,-0.769,-0.4536,0,0,225966656,001225966656,001226808939,226808939,KPN1064,,
KPN1317,0,N,1.0533,0.7036,0.0329,6.054,0.6281,미판매,0,N,8.1175,11.4818,0.9524,-1.4444,-1.7313,0.7564,보증,0,228203453,002100327490,0.051,-1.0191,0.0251,0.0612,0,KPN1317,20150928,0,0,미참여,1.1347,0,-1.6821,0,-0.7191,HA5701,-1.6284,0.8444,0,0,224047710,001224047710,001223790288,223790288,KPN887,,
KPN1318,0,Y,0.2616,0.6789,1.3008,4.8393,0.6953,판매,0,Y,35.6624,33.8967,0.7041,3.9452,-0.5593,0.8265,보증,0,228057995,002102831719,1.3739,-0.3374,0.6767,0.5613,0,KPN1318,20151003,0,0,참여,2.6021,0,1.2878,0,3.621,HA5701,3.5439,1.2906,0,0,225765070,001225765070,001226817127,226817127,KPN1024,,
KPN1319,0,Y,0.2951,2.6236,3.5884,10.5356,-0.4156,판매,0,Y,85.3574,74.5132,1.8686,1.2095,-0.3506,-0.3328,보증,0,228089193,002101160559,3.7712,-0.216,0.2251,0.0975,0,KPN1319,20151004,0,0,참여,1.2511,0,3.8957,0,0.9589,HA5701,2.2462,0.3413,0,0,224194063,001224194063,001225551692,225551692,KPN872,,
KPN1320,0,Y,1.3073,1.1334,1.032,7.1423,0.2569,판매,0,Y,29.8235,32.1816,1.1749,2.2118,2.4103,0.369,보증,0,228174945,002103296085,1.2727,1.3898,0.5836,1.916,0,KPN1320,20150810,0,0,참여,3.0385,0,2.3316,0,7.0322,HA5701,1.9067,1.575,0,0,226100280,001226100280,001224733296,224733296,KPN1081,,
KPN1321,0,Y,0.991,1.8744,3.6331,11.1037,0.0764,판매,0,Y,86.3293,70.1103,1.9847,2.1156,-1.4571,0.1806,보증,0,228174954,002103311275,3.5113,-0.8596,1.001,0.2601,0,KPN1321,20150824,0,0,참여,-0.0241,0,3.1002,0,1.5457,HA5701,3.1456,-0.222,0,0,224194063,001224194063,001226654240,226654240,KPN872,,
KPN1322,0,N,0.6822,2.0566,2.0196,4.3558,-0.2284,미판매,0,N,51.2771,55.76,0.6053,-0.3113,-0.3904,-0.1374,보증,0,228174964,002103311058,2.6644,-0.2392,0.1149,0.7626,0,KPN1322,20150903,0,0,미참여,1.0815,0,2.5823,0,1.7762,HA5701,0.8841,0.3023,0,0,224194063,001224194063,001225545566,225545566,KPN872,,
KPN1323,0,N,0.6059,1.4188,1.9475,7.0992,-0.4843,미판매,0,N,49.7103,44.045,1.1661,2.0031,-0.7694,-0.4045,후보,0,228174969,002103311195,1.9729,-0.4596,0.5932,0.4635,0,KPN1323,20150924,0,0,미참여,-0.0849,0,2.4808,0,-0.5475,HA5702,2.6642,-0.1011,0,0,224194063,001224194063,001226998296,226998296,KPN872,,
KPN1324,0,N,1.2565,1.2952,2.0303,10.6595,-0.0032,미판매,0,N,51.5093,48.0716,1.8939,4.0509,-1.8386,0.0976,후보,0,228222885,002072557934,2.2106,-1.0815,0.9321,0.0811,0,KPN1324,20150830,0,0,미참여,1.3356,0,4.1729,0,1.8019,HA5702,4.4941,0.8645,0,0,224935161,001224935161,001224667976,224667976,KPN950,,
KPN1325,0,N,1.0449,0.9774,0.8061,8.282,1.3826,미판매,0,N,24.9162,26.6108,1.4079,-1.0602,-0.0615,1.5439,후보,0,228275640,002105537783,0.9439,-0.0479,0.2047,0.9257,0,KPN1325,20160208,0,0,미참여,2.5957,0,-0.1729,0,2.775,HA5702,-0.4264,0.2066,0,0,226407347,001226407347,001225990144,225990144,KPN1087,,
KPN1326,0,N,0.4219,0.5387,1.5712,2.8951,-0.5354,미판매,0,N,41.5361,37.8117,0.3067,-0.8937,0.9575,-0.4579,후보,0,228533294,002100327955,1.605,0.5449,-0.1973,0.4877,0,KPN1326,20160209,0,0,미참여,1.6366,0,-0.944,0,2.3214,HA5702,-0.2212,0.8656,0,0,226507517,001226507517,001227303027,227303027,KPN1154,,
KPN1327,0,N,-0.7475,0.6368,1.5352,2.9509,-0.8372,미판매,0,N,40.7531,38.1901,0.3181,0.1701,-0.1347,-0.7728,후보,0,228276331,002312616114,1.6274,-0.0904,0.4406,0.309,0,KPN1327,20160209,0,0,미참여,0.9195,0,-0.9298,0,0.9179,HA5702,-0.0442,0.563,0,0,223857326,001223857326,001226556780,226556780,KPN866,,
KPN1328,0,N,2.1581,1.1998,2.5755,11.0454,0.1395,미판매,0,N,63.3524,46.3798,1.9728,3.461,-2.6534,0.2465,후보,0,228396774,002312380211,2.1107,-1.5554,0.9904,0.5992,0,KPN1328,20160212,0,0,미참여,1.4318,0,4.0239,0,2.2694,HA5702,3.8662,0.5318,0,0,226407347,001226407347,001225833410,225833410,KPN1087,,
KPN1329,0,Y,0.4528,-0.5041,1.4072,8.3958,1.4518,판매,0,Y,37.9724,32.024,1.4312,2.6874,-0.9839,1.6161,보증,0,228350702,002105593153,1.2634,-0.5844,0.0898,0.4912,0,KPN1329,20160213,0,0,참여,-0.749,0,1.5463,0,1.8654,HA5701,3.1608,-0.6152,0,0,224671582,001224671582,001225982750,225982750,KPN920,,
KPN1330,0,Y,-0.5522,-0.2265,0.7111,0.1256,0.383,판매,0,Y,22.8522,19.8372,-0.2595,0.0219,0.2443,0.5006,보증,0,228533470,002105593522,0.5441,0.13,-0.3691,0.0835,0,KPN1330,20160217,0,0,참여,0.5718,0,-1.3458,0,2.0756,HA5701,0.5848,-0.8457,0,0,225224027,001225224027,001226995862,226995862,KPN976,,
KPN1331,0,N,-0.0491,1.1325,1.2184,2.1241,-0.5374,미판매,0,N,33.8728,32.3897,0.1491,3.1574,-0.3052,-0.4599,후보,0,228262657,002104177318,1.285,-0.1896,0.3161,0.828,0,KPN1331,20160220,0,0,미참여,0.3559,0,0.4419,0,2.7107,HA5702,2.386,-0.3357,0,0,225224027,001225224027,001226987810,226987810,KPN976,,
KPN1332,0,Y,1.1663,1.9231,3.039,19.8361,2.0497,미판매,0,N,73.4228,62.8205,3.7699,4.0012,-3.1921,2.2401,보증,0,228275632,002105533056,3.0811,-1.8688,1.0128,0.1591,0,KPN1332,20160223,0,0,참여,2.3899,0,5.4132,0,3.9306,HA5701,4.4764,1.4041,0,0,224935161,001224935161,001225989543,225989543,KPN950,,
KPN1333,0,Y,1.6308,2.6784,3.439,13.7877,0.0703,판매,0,Y,82.1124,63.64,2.5334,2.7585,-1.2348,0.1743,보증,0,228251515,002105756492,3.1295,-0.7303,0.7237,0.02,0,KPN1333,20160226,0,0,참여,2.5575,0,7.4184,0,3.6652,HA5701,3.8681,2.95,0,0,225004739,001225004739,001227087878,227087878,KPN944,,
KPN1334,0,Y,-0.7931,-0.1292,0.2981,1.0582,0.3679,판매,0,Y,13.8793,18.5021,-0.0688,3.1239,-3.7287,0.4849,보증,0,228325758,002312610530,0.4653,-2.1808,0.4761,-0.7323,0,KPN1334,20160227,0,0,참여,-0.69,0,-0.0095,0,-3.3677,HA5701,1.9903,-0.9367,0,0,226258394,001226258394,001226874948,226874948,KPN1101,,
KPN1335,0,Y,0.2913,1.0223,1.2442,4.152,1.7442,판매,0,Y,34.4334,22.178,0.5636,0.1118,1.1486,1.9212,보증,0,228335057,002312350145,0.6823,0.656,0.4652,1.5725,0,KPN1335,20160228,0,0,참여,0.3912,0,0.8253,0,4.7283,HA5701,0.527,0.3185,0,0,225071709,001225071709,001225879908,225879908,KPN984,,
KPN1336,0,Y,-0.5076,0.848,1.2064,12.1399,1.4742,판매,0,Y,33.6124,21.2423,2.1966,-2.8172,-0.7145,1.6394,보증,0,228350716,002105594966,0.6271,-0.4277,0.051,-0.603,0,KPN1336,20160301,0,0,참여,0.5253,0,-0.8118,0,-0.6203,HA5701,-2.5009,0.7498,0,0,225004739,001225004739,001226481460,226481460,KPN944,,
KPN1337,0,N,0.3849,1.2797,2.3509,12.3737,1.9271,미판매,0,N,58.4736,48.0754,2.2444,2.6504,-0.3302,2.1121,보증,0,228299211,002105879994,2.2108,-0.2041,0.9913,0.5516,0,KPN1337,20160301,0,0,미참여,1.1706,0,4.2124,0,4.3766,HA5701,2.737,1.8314,0,0,224935161,001224935161,001224711169,224711169,KPN950,,
KPN1338,0,Y,0.9422,0.9487,0.9421,6.8977,0.8829,판매,0,Y,27.8704,22.2788,1.1249,0.7131,-0.2138,1.0224,보증,0,228292705,002104541467,0.6882,-0.1365,0.6966,1.0502,0,KPN1338,20160302,0,0,참여,2.2002,0,0.6542,0,3.6812,HA5701,1.4625,-0.1382,0,0,225071709,001225071709,001224535397,224535397,KPN984,,
KPN1339,0,Y,-0.6517,-0.2439,0.7762,2.8514,0.4735,판매,0,Y,24.2659,25.37,0.2978,2.623,-0.3859,0.5951,보증,0,228380296,002106109260,0.8707,-0.2366,-0.3546,0.0087,0,KPN1339,20160302,0,0,참여,0.1797,0,-0.0412,0,-1.9613,HA5701,1.866,-0.7538,0,0,226258394,001226258394,001225787658,225787658,KPN1101,,
KPN1340,0,N,0.5772,1.4372,1.5034,5.5779,-0.5115,미판매,0,N,40.0643,45.3778,0.8551,1.0749,-1.1972,-0.4329,후보,0,228533391,002311855944,2.0516,-0.7084,0.5861,0.0454,0,KPN1340,20160303,0,0,미참여,1.3549,0,2.6836,0,1.5721,HA5702,1.1683,0.7691,0,0,226440837,001226440837,001225567717,225567717,KPN1145,,
KPN1341,0,N,0.9055,0.5107,0.4152,7.9397,0.2108,미판매,0,N,16.4241,16.1932,1.3379,2.0942,-1.8498,0.3209,후보,0,228352572,002105024179,0.3291,-1.088,-0.0804,-0.2804,0,KPN1341,20160303,0,0,미참여,1.4298,0,3.3617,0,-0.305,HA5702,1.7993,0.0948,0,0,225224059,001225224059,001227103065,227103065,KPN980,,
KPN1342,0,Y,1.0529,1.0541,1.526,9.9253,0.8392,판매,0,Y,40.5552,30.1655,1.7439,4.0463,-2.9506,0.9767,보증,0,228292656,002104540562,1.1537,-1.7283,0.7082,0.6111,0,KPN1342,20160307,0,0,참여,1.1626,0,4.925,0,3.2079,HA5701,3.9822,0.1069,0,0,226296764,001226296764,001224742932,224742932,KPN1112,,
KPN1343,0,N,0.1766,-0.2556,1.2175,9.5405,-0.4104,미판매,0,N,33.853,31.7539,1.6652,0.4518,-0.383,-0.3274,후보,0,228533404,002311856175,1.2475,-0.2348,0.0302,-0.0975,0,KPN1343,20160309,0,0,미참여,0.2293,0,-0.9334,0,-0.9493,HA5702,0.633,0.4307,0,0,226442056,001226442056,001223362612,223362612,KPN1137,,
KPN1344,0,N,0.5974,0.3494,0.8522,2.8286,-0.3503,미판매,0,N,25.9178,32.1144,0.2931,2.1813,-0.3401,-0.2647,후보,0,228568510,002311836858,1.2688,-0.2099,-0.0734,0.1792,0,KPN1344,20160311,0,0,미참여,0.5684,0,4.3709,0,1.2813,HA5702,1.7876,0.2647,0,0,225224016,001225224016,001227285967,227285967,KPN975,,
KPN1345,0,Y,0.2455,0.6346,1.2521,6.5906,1.2769,판매,0,Y,34.6052,22.4436,1.0621,0.4353,2.2352,1.4335,보증,0,228292857,002105672593,0.698,1.288,0.4492,1.059,0,KPN1345,20160311,0,0,참여,1.7122,0,-0.5899,0,3.3579,HA5701,0.4095,1.2056,0,0,226407347,001226407347,001225821210,225821210,KPN1087,,
KPN1346,0,N,-0.3686,0.5795,0.2173,3.5887,1.8393,미판매,0,N,12.1243,14.5185,0.4485,0.1642,-1.0126,2.0205,후보,0,228331107,002104511639,0.2302,-0.6011,0.1747,-0.6531,0,KPN1346,20160312,0,0,미참여,0.7113,0,-1.2473,0,-0.9712,HA5702,-0.5419,0.0286,0,0,226258394,001226258394,001227105670,227105670,KPN1101,,
KPN1347,0,Y,0.3227,1.1897,1.6082,9.2839,0.2713,판매,0,Y,42.3402,35.2526,1.6127,1.4201,-2.2469,0.3841,보증,0,228278401,002311510729,1.454,-1.319,0.7031,-0.1556,0,KPN1347,20160316,0,0,참여,0.7677,0,1.902,0,1.0151,HA5701,1.9329,0.169,0,0,224322775,001224322775,001226992116,226992116,KPN905,,
KPN1348,0,Y,-1.5904,0.8412,0.8951,3.0935,1.0594,판매,0,Y,26.8481,22.1799,0.3473,-0.6189,0.2908,1.2065,보증,0,228297973,002105054516,0.6824,0.157,0.0698,0.4537,0,KPN1348,20160322,0,0,참여,2.2455,0,-1.9697,0,5.0666,HA5701,-1.8259,0.7108,0,0,225224027,001225224027,001225819375,225819375,KPN976,,
KPN1349,0,Y,1.2237,2.2684,2.8313,4.6366,0.2889,판매,0,Y,68.9108,62.3088,0.6627,4.2602,-1.1031,0.4025,보증,0,228533425,002311856644,3.0509,-0.6537,0.5056,1.2123,0,KPN1349,20160327,0,0,참여,1.7358,0,5.5407,0,6.7254,HA5701,4.0297,1.2424,0,0,226750529,001226750529,001226750346,226750346,KPN1124,,
KPN1350,0,Y,0.579,1.4875,2.1937,14.3073,0.3118,판매,0,Y,55.0602,33.7972,2.6397,2.5026,-2.9761,0.4263,보증,0,228622730,002106525812,1.3681,-1.7431,1.0709,-0.3081,0,KPN1350,20160329,0,0,참여,0.5383,0,4.5456,0,-0.8349,HA5701,2.7458,-0.1094,0,0,226296764,001226296764,001227508281,227508281,KPN1112,생존,Y
KPN1351,0,N,-0.1713,1.0959,0.7698,4.1652,1.4562,미판매,0,N,24.1273,23.1107,0.5663,2.3126,-0.1901,1.6207,후보,0,228336584,002104177535,0.7373,-0.1226,0.3161,0.151,0,KPN1351,20160401,0,0,미참여,1.6806,0,0.7505,0,0.0586,HA5702,1.7215,0.044,0,0,226258394,001226258394,001227192762,227192762,KPN1101,,
KPN1352,0,Y,0.6105,0.3415,1.6865,12.8172,0.776,판매,0,Y,44.0401,44.1861,2.335,1.8999,-2.2825,0.9108,보증,0,228312262,002106288275,1.9813,-1.3397,-0.0517,-0.0006,0,KPN1352,20160402,0,0,참여,2.2249,0,2.7412,0,4.7435,HA5701,2.1814,0.8984,0,0,225224059,001225224059,001225819002,225819002,KPN980,,
KPN1353,0,N,0.7948,0.9323,2.0089,9.1831,0.3101,미판매,0,N,51.0455,39.0057,1.5921,3.3002,-2.5742,0.4246,후보,0,228378001,002105917967,1.6755,-1.5093,0.3145,1.4303,0,KPN1353,20160408,0,0,미참여,0.7258,0,3.7908,0,2.7659,HA5702,3.2925,0.7469,0,0,224223491,001224223491,001227317388,227317388,KPN912,,
KPN1354,0,Y,1.5649,2.5713,1.9344,7.9556,-0.1854,판매,0,Y,49.4267,31.9157,1.3412,2.1206,-1.3739,-0.0925,보증,0,228471708,002107141096,1.257,-0.8112,1.1546,0.7932,0,KPN1354,20160409,0,0,참여,2.2239,0,4.5047,0,2.3295,HA5701,2.1394,1.4877,0,0,225004739,001225004739,001227032053,227032053,KPN944,,
KPN1355,0,Y,0.3297,1.5949,2.7486,15.366,1.8483,판매,0,Y,67.1138,57.5023,2.8561,1.096,-0.8564,2.03,보증,0,228385227,002106689394,2.7672,-0.5102,0.8649,0.3186,0,KPN1355,20160409,0,0,참여,2.9226,0,3.2077,0,4.6574,HA5701,1.4573,1.8571,0,0,224935161,001224935161,001226009167,226009167,KPN950,,
KPN1356,0,Y,0.8069,0.7162,1.0702,10.8633,-0.0145,판매,0,Y,30.6529,23.6437,1.9356,2.9706,-2.4808,0.0858,보증,0,228539716,002106202429,0.7688,-1.455,0.1849,-0.1109,0,KPN1356,20160410,0,0,참여,1.7697,0,0.3139,0,0.5063,HA5701,3.5311,-0.0318,0,0,226296764,001226296764,001226476128,226476128,KPN1112,,
KPN1357,0,N,0.4674,0.2737,1.4503,7.7002,0.9905,미판매,0,N,38.91,43.8577,1.289,0.2063,0.0566,1.1347,후보,0,228378430,002311992311,1.9619,0.0208,0.1997,0.5965,0,KPN1357,20160410,0,0,미참여,0.1655,0,2.9977,0,3.7481,HA5702,0.8375,-0.3406,0,0,224671582,001224671582,001225806901,225806901,KPN920,,
KPN1358,0,Y,-0.9926,1.3525,1.1009,6.561,2.0671,판매,0,Y,31.3186,8.0821,1.0561,-2.4792,-0.3395,2.2582,보증,0,228532485,002106526039,-0.1497,-0.2095,0.2982,-0.5953,0,KPN1358,20160412,0,0,참여,-1.1499,0,-0.0518,0,1.055,HA5701,-2.3438,-0.2532,0,0,225224027,001225224027,001227508603,227508603,KPN976,,
KPN1359,0,N,0.7426,2.2337,2.6207,13.8007,0.6936,미판매,0,N,64.3344,59.9385,2.5361,2.1762,-1.1079,0.8248,후보,0,228276514,002106138896,2.911,-0.6565,0.9147,0.5943,0,KPN1359,20160218,0,0,미참여,2.5945,0,3.5798,0,3.6463,HA5702,1.9824,1.7392,0,0,224935161,001224935161,001227127609,227127609,KPN950,,
KPN1360,0,Y,0.8827,0.7609,2.4052,9.5781,0.9284,판매,0,Y,59.6543,35.8354,1.6729,4.4296,-3.3371,1.0699,보증,0,228855487,002311856999,1.4884,-1.9531,0.4952,0.4574,0,KPN1360,20160804,0,0,참여,0.4021,0,4.2522,0,0.7037,HA5701,4.342,-0.2837,0,0,224194063,001224194063,001224874575,224874575,KPN872,,
KPN1361,0,N,1.6214,1.0164,0.9297,0.5624,-0.3561,미판매,0,N,27.6013,28.5267,-0.1702,4.6248,0.2434,-0.2707,후보,0,228855503,002313220259,1.057,0.1295,0.6924,0.3287,0,KPN1361,20160829,0,0,미참여,0.5819,0,3.6561,0,1.0829,HA5702,5.0245,1.8729,0,0,227053510,001227053510,001225234340,225234340,KPN1206,,
KPN1362,0,N,-0.0104,1.0372,-0.0703,0.7742,0.5963,미판매,0,N,5.8775,19.4041,-0.1269,-1.4739,2.4654,0.7233,후보,0,228855460,002313221227,0.5186,1.4219,0.5688,0.5037,0,KPN1362,20160917,0,0,미참여,1.9561,0,0.4409,0,1.9674,HA5702,-0.9295,0.0369,0,0,227303212,001227303212,001224194116,224194116,KPN1193,,
KPN1363,0,Y,0.3026,1.5044,1.9601,8.9448,0.9073,판매,0,Y,49.9845,47.1654,1.5434,3.1519,-1.5812,1.0478,보증,0,228633924,002110990178,2.1571,-0.9318,1.0904,-0.0022,0,KPN1363,20160811,0,0,참여,2.597,0,3.3088,0,3.3815,HA5701,3.2834,1.4427,0,0,226694967,001226694967,001227339190,227339190,KPN1136,,
KPN1364,0,N,0.4056,0.2262,1.0859,9.8091,0.1958,미판매,0,N,30.9927,17.766,1.7201,1.3058,-1.9181,0.3053,후보,0,228634052,002312725532,0.4219,-1.1277,-0.055,0.6671,0,KPN1364,20160808,0,0,미참여,0.5476,0,0.6323,0,0.1085,HA5702,1.8582,-1.0637,0,0,224223491,001224223491,001226992789,226992789,KPN912,,
KPN1365,0,N,0.5912,0.4995,0.9569,3.8211,-0.3588,미판매,0,N,28.1914,19.6361,0.496,2.1607,2.2228,-0.2735,후보,0,228634039,002110989570,0.5323,1.2808,0.4894,0.0351,0,KPN1365,20160812,0,0,미참여,0.4685,0,2.7272,0,0.8462,HA5702,1.9619,0.1296,0,0,226440837,001226440837,001226556795,226556795,KPN1145,,
KPN1366,0,Y,0.7797,0.8168,1.1659,6.0829,0.961,판매,0,Y,32.7324,25.8736,0.9584,-1.602,-0.1271,1.1039,보증,0,228745086,002107035532,0.9004,-0.086,-0.3811,0.6012,0,KPN1366,20160911,0,0,참여,1.3737,0,-2.3758,0,3.2224,HA5701,-1.528,1.3195,0,0,226481455,001226481455,001227412944,227412944,KPN1141,,
KPN1367,0,N,0.4196,0.73,0.4056,6.8963,1.1208,미판매,0,N,16.214,17.6517,1.1246,0.0883,-0.5894,1.2706,후보,0,228709852,002311992491,0.4151,-0.3549,-0.2174,0.0125,0,KPN1367,20160904,0,0,미참여,0.1955,0,2.2011,0,0.6986,HA5702,0.7704,0.7831,0,0,225300578,001225300578,001225806775,225806775,KPN1009,,
KPN1368,0,Y,0.5175,1.0818,2.7882,9.0649,0.8074,판매,0,Y,67.9744,46.225,1.568,1.1634,0.6757,0.9435,보증,0,228709840,002311992379,2.1016,0.381,0.6005,0.7522,0,KPN1368,20160814,0,0,참여,1.1215,0,3.8929,0,2.7881,HA5701,1.4959,0.4399,0,0,224935161,001224935161,001227329964,227329964,KPN950,,
KPN1369,0,N,0.8084,1.6412,1.9458,7.7788,-0.3643,미판매,0,N,49.6733,40.9709,1.305,5.2782,-0.5012,-0.2793,후보,0,228709913,002110799032,1.7915,-0.3036,1.5842,1.0649,0,KPN1369,20160809,0,0,미참여,1.8254,0,6.0505,0,4.1007,HA5702,5.5625,0.5045,0,0,225567683,001225567683,001227329955,227329955,KPN995,,
KPN1370,0,Y,-0.1011,0.3658,1.0825,0.491,0.3811,판매,0,Y,30.9194,15.7422,-0.1848,-0.0383,-1.6233,0.4987,보증,0,228709917,002110799073,0.3024,-0.9563,0.3606,0.1221,0,KPN1370,20160811,0,0,참여,-1.5609,0,-0.6379,0,-2.1906,HA5701,0.3601,-1.0459,0,0,225071709,001225071709,001227329959,227329959,KPN984,,
KPN1371,0,Y,1.7876,2.5643,2.0704,9.2523,0.8725,판매,0,Y,52.3811,45.5072,1.6063,3.6678,-1.7222,1.0115,보증,0,228719279,002111161670,2.0592,-1.0138,1.2449,0.0718,0,KPN1371,20160913,0,0,참여,2.0173,0,8.058,0,1.8748,HA5701,3.989,1.4544,0,0,225300578,001225300578,001227015205,227015205,KPN1009,,
KPN1372,0,N,1.2415,1.7645,2.4225,18.9008,1.138,미판매,0,N,60.0288,53.5325,3.5787,2.5432,-3.7928,1.2886,후보,0,228707365,002107183403,2.5329,-2.2181,0.5549,0.6971,0,KPN1372,20160922,0,0,미참여,2.1008,0,3.3407,0,5.2117,HA5702,3.1116,1.5378,0,0,224935161,001224935161,001227006041,227006041,KPN950,,
KPN1373,0,Y,1.6177,1.613,1.6677,10.4027,0.1633,판매,0,Y,43.632,28.6352,1.8414,0.7612,-2.1455,0.2713,보증,0,228707364,002107183399,1.0634,-1.26,0.3746,0.0039,0,KPN1373,20160921,0,0,참여,1.8247,0,4.4791,0,-1.2068,HA5701,1.5432,-0.1502,0,0,225567648,001225567648,001225688562,225688562,KPN990,,
KPN1374,0,Y,-0.0972,0.8567,2.1224,3.6571,2.0312,판매,0,Y,53.5094,49.6653,0.4625,-1.2117,-0.1166,2.2208,보증,0,228667451,002110904561,2.3046,-0.0799,0.6612,0.4507,0,KPN1374,20160826,0,0,참여,0.3947,0,0.5212,0,6.3942,HA5701,-0.8395,1.7231,0,0,224672793,001224672793,001226846600,226846600,KPN960,,
KPN1375,0,Y,0.3933,2.1909,3.0579,17.4177,1.8309,판매,0,Y,73.8328,51.1152,3.2755,2.1731,-1.6607,2.0117,보증,0,228854585,002112119091,2.3902,-0.978,0.5881,0.6333,0,KPN1375,20160831,0,0,참여,3.6164,0,2.7348,0,5.6441,HA5701,2.7016,2.0973,0,0,224935161,001224935161,001225122686,225122686,KPN950,,
KPN1376,0,N,-0.3045,0.0444,0.6406,1.5444,0.0727,미판매,0,N,21.3205,19.0817,0.0306,-0.867,-0.3181,0.1768,후보,0,228618107,002105360760,0.4995,-0.1971,-0.0616,0.4581,0,KPN1376,20160811,0,0,미참여,-0.1129,0,-0.6102,0,0.4809,HA5702,-0.9619,-0.183,0,0,224223491,001224223491,001227346969,227346969,KPN912,,
KPN1377,0,N,1.538,2.0969,3.3438,16.1327,0.5981,미판매,0,N,80.0429,50.2464,3.0128,2.6762,0.1889,0.7251,후보,0,228648620,002111776734,2.3389,0.0978,1.0245,0.5576,0,KPN1377,20160826,0,0,미참여,4.1116,0,4.9229,0,3.2092,HA5702,2.9228,1.0811,0,0,225387250,001225387250,001227393212,227393212,KPN999,,
KPN1378,0,Y,-0.5634,-0.8311,0.3286,2.2373,1.1678,판매,0,Y,14.5417,7.5721,0.1722,0.0933,-0.139,1.3197,보증,0,228718307,002110932356,-0.1798,-0.0929,-0.5887,-0.1003,0,KPN1378,20160918,0,0,참여,-1.2415,0,-0.6557,0,-4.7302,HA5701,0.238,-0.9652,0,0,224935193,001224935193,001227307047,227307047,KPN958,,
KPN1379,0,Y,1.4259,1.6995,1.6921,12.2385,0.5913,판매,0,Y,44.162,42.7532,2.2167,1.9042,-2.8304,0.718,보증,0,228718302,002110932305,1.8967,-1.6583,0.3697,0.2603,0,KPN1379,20160914,0,0,참여,2.5304,0,3.3937,0,2.5145,HA5701,2.8246,1.4557,0,0,224935161,001224935161,001227105665,227105665,KPN950,,
KPN1380,0,Y,-0.0348,0.566,1.0648,10.321,1.2787,판매,0,Y,30.5351,6.5797,1.8248,-1.9107,-0.5365,1.4355,보증,0,228718303,002110932313,-0.2384,-0.3241,-0.4897,-0.2853,0,KPN1380,20160915,0,0,참여,0.4574,0,-2.1309,0,-0.359,HA5701,-1.2323,0.0204,0,0,224935193,001224935193,001227365817,227365817,KPN958,,
KPN1381,0,N,0.5472,1.4621,1.1759,1.264,0.1154,미판매,0,N,32.9491,29.4187,-0.0268,0.6469,2.4795,0.2214,후보,0,228717923,002112460426,1.1096,1.4301,1.1103,0.5527,0,KPN1381,20160826,0,0,미참여,1.9266,0,-0.2943,0,6.9959,HA5702,0.6492,2.5946,0,0,226481455,001226481455,001225567173,225567173,KPN1141,,
